gene,Fish_kME
isogroup17806,0
isogroup17807,0
isogroup17808,0
isogroup17819,0
isogroup1782,0
isogroup17821,0
isogroup17823,0
isogroup17826,0.436707680882542
isogroup17829,0
isogroup17832,0
isogroup17835,0
isogroup17840,0
isogroup17841,0
isogroup17842,0
isogroup17845,0
isogroup17846,0
isogroup17847,0
isogroup1785,0
isogroup17852,0
isogroup17854,0
isogroup17856,0
isogroup17857,0
isogroup17858,0
isogroup17859,0
isogroup1786,0
isogroup17860,0
isogroup17861,0
isogroup17865,0
isogroup17866,0
isogroup17867,0
isogroup17868,0
isogroup17871,0
isogroup17874,0
isogroup17877,0
isogroup17879,0
isogroup1788,0
isogroup17881,0
isogroup17883,0
isogroup17884,0
isogroup17885,0
isogroup17886,0
isogroup17889,0
isogroup17891,0
isogroup17893,0
isogroup17898,0
isogroup1790,0
isogroup17904,0
isogroup17906,0
isogroup17907,0
isogroup17908,0
isogroup17909,0
isogroup17913,0
isogroup17915,0
isogroup17917,0
isogroup17918,0
isogroup17919,0
isogroup1792,0
isogroup17920,0
isogroup17924,0
isogroup17925,0
isogroup17926,0
isogroup17927,0
isogroup17928,0
isogroup1793,0
isogroup17931,0
isogroup17932,0
isogroup17933,0
isogroup17935,0
isogroup17938,0
isogroup1794,0
isogroup17940,0.366658474672899
isogroup17942,0
isogroup17944,0
isogroup17945,0
isogroup17948,0
isogroup17949,0
isogroup17950,0
isogroup17951,0
isogroup17952,0
isogroup17953,0
isogroup17955,0
isogroup17957,0
isogroup17958,0
isogroup17959,0
isogroup17962,0
isogroup17963,0
isogroup17964,0
isogroup17967,0
isogroup17969,0
isogroup17970,0
isogroup17971,0
isogroup17972,0
isogroup17973,0
isogroup17975,0
isogroup17977,0
isogroup17980,0
isogroup17981,0
isogroup17983,0
isogroup17984,0
isogroup17987,0
isogroup17988,0
isogroup17989,0
isogroup17990,0
isogroup17991,0
isogroup17994,0
isogroup17999,0
isogroup18001,0
isogroup18002,0
isogroup18004,0
isogroup18008,0
isogroup18009,0
isogroup18014,0
isogroup18016,0
isogroup18017,0
isogroup18018,0
isogroup18019,0
isogroup18021,0
isogroup18022,0
isogroup18023,0
isogroup18024,0
isogroup18026,0
isogroup18028,0
isogroup18029,0
isogroup18032,0
isogroup18033,0
isogroup18036,0
isogroup18037,0
isogroup18038,0
isogroup18039,0
isogroup18041,0
isogroup18053,0
isogroup18054,0
isogroup18056,0
isogroup18059,0
isogroup1806,0
isogroup18060,0
isogroup18063,0
isogroup18064,0
isogroup18068,0
isogroup18070,0
isogroup18071,0
isogroup18073,0
isogroup18076,0
isogroup18081,0
isogroup18083,0
isogroup18085,0
isogroup18086,0
isogroup18087,0
isogroup18088,0
isogroup18089,0
isogroup1809,0
isogroup18092,0
isogroup18093,0
isogroup18094,0
isogroup18096,0
isogroup18102,0
isogroup18104,0
isogroup18105,0
isogroup18112,0
isogroup18113,0
isogroup18118,0
isogroup18119,0
isogroup18121,0
isogroup18126,0
isogroup18130,0
isogroup18131,0
isogroup18133,0
isogroup18134,0
isogroup18139,0
isogroup1814,0
isogroup18141,0
isogroup18142,0
isogroup18146,0
isogroup18147,0
isogroup1815,0
isogroup18151,0
isogroup18153,0
isogroup18154,0
isogroup18155,0
isogroup18158,0
isogroup18160,0
isogroup18161,0
isogroup18162,0
isogroup18163,0
isogroup18165,0
isogroup18166,0
isogroup18168,0
isogroup1817,0
isogroup18176,0
isogroup18178,0
isogroup1818,0
isogroup18182,0
isogroup18185,0
isogroup18186,0
isogroup18187,0
isogroup1819,0
isogroup18190,0
isogroup18191,0
isogroup18193,0
isogroup18196,0
isogroup18198,0
isogroup18201,0
isogroup18202,0
isogroup18203,0
isogroup18205,0
isogroup18206,0
isogroup18207,0
isogroup18209,0
isogroup18211,0
isogroup18215,0
isogroup18219,0
isogroup1822,0
isogroup18223,0
isogroup18224,0
isogroup18226,0
isogroup18227,0
isogroup18228,0
isogroup18230,0
isogroup18234,0
isogroup18236,0
isogroup1824,0
isogroup18241,0
isogroup18242,0
isogroup18243,0
isogroup18246,0
isogroup18249,0
isogroup18250,0
isogroup18251,0
isogroup18256,0
isogroup18258,0
isogroup1826,0
isogroup18260,0
isogroup18262,0
isogroup18265,0
isogroup18267,0
isogroup18269,0
isogroup18273,0
isogroup18280,0
isogroup18285,0
isogroup18286,0
isogroup18287,0
isogroup18289,0
isogroup1829,0
isogroup18290,0
isogroup18291,0
isogroup18292,0
isogroup18294,0
isogroup18296,0
isogroup18297,0
isogroup18298,0
isogroup18299,0
isogroup183,0
isogroup1830,0
isogroup18300,0
isogroup18302,0
isogroup18310,0
isogroup18312,0
isogroup18314,0
isogroup18315,0
isogroup18316,0
isogroup18324,0
isogroup18325,0
isogroup18327,0
isogroup18329,0
isogroup18331,0
isogroup18333,0
isogroup18334,0
isogroup18335,0
isogroup18338,0
isogroup1834,0
isogroup18340,0
isogroup18341,0
isogroup18342,0
isogroup18343,0
isogroup18344,0
isogroup18346,0
isogroup18350,0
isogroup18357,0
isogroup18364,0
isogroup18366,0
isogroup18367,0
isogroup18368,0
isogroup18374,0
isogroup18375,0
isogroup18376,0
isogroup18377,0
isogroup18379,0
isogroup18381,0
isogroup18382,0
isogroup18384,0
isogroup18390,0
isogroup18392,0
isogroup18395,0
isogroup18401,0
isogroup18405,0
isogroup18409,0
isogroup1841,0
isogroup18410,0
isogroup18412,0
isogroup18413,0
isogroup18415,0
isogroup18419,0
isogroup18423,0
isogroup18426,0
isogroup18427,0
isogroup18429,0
isogroup18438,0
isogroup18440,0
isogroup18442,0
isogroup18443,0
isogroup18444,0
isogroup18446,0
isogroup18447,0
isogroup18449,0
isogroup18450,0
isogroup18452,0
isogroup18456,0
isogroup18457,0
isogroup18459,0
isogroup18460,0
isogroup18462,0
isogroup18464,0
isogroup18466,0
isogroup18467,0
isogroup18469,0
isogroup18470,0
isogroup18472,0
isogroup18473,0
isogroup18474,0
isogroup18476,0
isogroup18477,0
isogroup18480,0
isogroup18485,0
isogroup18492,0
isogroup18496,0
isogroup185,0
isogroup18500,0
isogroup18501,0
isogroup18502,0
isogroup18504,0
isogroup18506,0
isogroup18507,0
isogroup18509,0
isogroup18511,0
isogroup18512,0
isogroup18513,0
isogroup18514,0
isogroup18515,0
isogroup18517,0
isogroup18519,0
isogroup18520,0
isogroup18525,0
isogroup18528,0
isogroup18529,0
isogroup1853,0
isogroup18532,0
isogroup18537,0
isogroup1854,0
isogroup18540,0
isogroup18541,0
isogroup18542,0
isogroup18543,0
isogroup18544,0
isogroup18545,0
isogroup18546,0
isogroup18548,0
isogroup18550,0
isogroup18552,0
isogroup18553,0
isogroup18554,0
isogroup18555,0
isogroup18556,0
isogroup18558,0
isogroup18559,0
isogroup18561,0
isogroup18565,0
isogroup18570,0
isogroup18572,0
isogroup18576,0
isogroup18578,0
isogroup18579,0
isogroup1858,0
isogroup18583,0
isogroup18586,0
isogroup18588,0
isogroup18589,0
isogroup18590,0
isogroup18591,0
isogroup18593,0
isogroup18594,0
isogroup18600,0
isogroup18601,0
isogroup18602,0
isogroup18603,0
isogroup18604,0
isogroup18614,0
isogroup18615,0
isogroup18616,0
isogroup18618,0
isogroup18619,0
isogroup18621,0
isogroup18622,0
isogroup18623,0
isogroup18624,0
isogroup18625,0
isogroup18626,0
isogroup18627,0
isogroup18628,0
isogroup18629,0
isogroup1863,0
isogroup18630,0
isogroup18631,0
isogroup18632,0
isogroup18635,0
isogroup18636,0
isogroup18639,0
isogroup18640,0
isogroup18644,0
isogroup18645,0
isogroup18647,0
isogroup18648,0
isogroup18649,0
isogroup1865,0
isogroup18650,0
isogroup18652,0
isogroup18653,0
isogroup18656,0
isogroup18657,0
isogroup18659,0
isogroup18662,0
isogroup18663,0
isogroup18664,0
isogroup18665,0
isogroup18666,0
isogroup18667,0
isogroup18668,0
isogroup18669,0
isogroup1867,0
isogroup18670,0
isogroup18671,0
isogroup18672,0
isogroup18673,0
isogroup18674,0
isogroup18675,0
isogroup18677,0
isogroup18680,0
isogroup18681,0
isogroup18682,0
isogroup18683,0
isogroup18684,0
isogroup18685,0
isogroup18687,0
isogroup18689,0
isogroup18690,0
isogroup18691,0
isogroup18693,0
isogroup18694,0
isogroup18696,0
isogroup18697,0
isogroup18698,0
isogroup18699,0
isogroup1870,0
isogroup18702,0
isogroup18703,0
isogroup18705,0
isogroup18706,0
isogroup18708,0
isogroup18709,0
isogroup1871,0
isogroup18710,0
isogroup18712,0
isogroup18713,0
isogroup18714,0
isogroup18715,0
isogroup18716,0
isogroup18717,0
isogroup1872,0
isogroup18720,0
isogroup18722,0
isogroup18723,0
isogroup18724,0
isogroup18726,0
isogroup18727,0
isogroup18728,0
isogroup18729,0
isogroup1873,0
isogroup18733,0
isogroup18735,0
isogroup18736,0
isogroup18737,0
isogroup18738,0
isogroup18740,0
isogroup18741,0
isogroup18742,0
isogroup18745,0
isogroup18746,0
isogroup18747,0
isogroup18749,0
isogroup1875,0
isogroup18750,0
isogroup18752,0
isogroup18754,0
isogroup18755,0
isogroup18756,0
isogroup18757,0
isogroup18758,0
isogroup18761,0
isogroup18762,0
isogroup18768,0
isogroup18770,0
isogroup18771,0
isogroup18773,0
isogroup18774,0
isogroup18775,0
isogroup18776,0
isogroup18779,0
isogroup18780,0
isogroup18782,0
isogroup18785,0
isogroup18790,0
isogroup18791,0
isogroup18792,0
isogroup18795,0
isogroup18798,0
isogroup18799,0
isogroup1880,0
isogroup18801,0
isogroup18802,0
isogroup18804,0.410987210297183
isogroup18806,0
isogroup18808,0
isogroup18813,0
isogroup18816,0
isogroup18818,0
isogroup18819,0
isogroup18823,0
isogroup18824,0
isogroup18825,0
isogroup18826,0
isogroup18828,0
isogroup18830,0
isogroup18831,0
isogroup18832,0
isogroup18835,0
isogroup18837,0
isogroup18839,0
isogroup1884,0
isogroup18841,0
isogroup18842,0
isogroup18844,0
isogroup18845,0
isogroup18849,0
isogroup18853,0
isogroup18854,0
isogroup18855,0
isogroup1886,0
isogroup18862,0
isogroup18864,0
isogroup18865,0
isogroup18866,0
isogroup18867,0
isogroup18868,0
isogroup18869,0
isogroup1887,0
isogroup18876,0
isogroup18879,0
isogroup18881,0
isogroup18883,0
isogroup18885,0
isogroup18888,0
isogroup18889,0
isogroup18893,0
isogroup18895,0
isogroup18897,0
isogroup18898,0
isogroup18899,0
isogroup1890,0
isogroup18904,0
isogroup18905,0
isogroup18908,0
isogroup18910,0
isogroup18911,0
isogroup18914,0.320075888761399
isogroup18916,0
isogroup18917,0
isogroup18918,0
isogroup18920,0
isogroup18924,0
isogroup18925,0
isogroup18929,0
isogroup18930,0
isogroup18934,0
isogroup18935,0
isogroup18939,0
isogroup18943,0
isogroup18945,0
isogroup18946,0
isogroup18950,0
isogroup18956,0
isogroup18957,0
isogroup18959,0
isogroup1896,0
isogroup18966,0
isogroup18971,0
isogroup18972,0
isogroup18973,0
isogroup18974,0
isogroup18975,0.506832672774159
isogroup18976,0
isogroup18979,0
isogroup1898,0
isogroup18980,0
isogroup18981,0
isogroup18982,0
isogroup18983,0
isogroup18986,0
isogroup18987,0
isogroup18989,0
isogroup18990,0
isogroup18991,0
isogroup18992,0
isogroup18995,0
isogroup190,0
isogroup19000,0
isogroup19007,0
isogroup19008,0
isogroup1901,0
isogroup19010,0
isogroup19011,0
isogroup19015,0
isogroup19024,0
isogroup19025,0
isogroup19028,0
isogroup19034,0
isogroup19041,0
isogroup19042,0
isogroup1905,0
isogroup19050,0
isogroup19053,0
isogroup19055,0
isogroup19056,0
isogroup1906,0
isogroup19068,0
isogroup1907,0
isogroup19070,0
isogroup19071,0
isogroup19076,0
isogroup19082,0
isogroup19083,0
isogroup19094,0
isogroup19095,0
isogroup19098,0
isogroup1910,0
isogroup19104,0
isogroup19105,0
isogroup19108,0
isogroup19109,0
isogroup1911,0
isogroup19110,0
isogroup19111,0
isogroup19112,0
isogroup19113,0
isogroup19114,0
isogroup19118,0
isogroup1912,0
isogroup19121,0
isogroup19124,0
isogroup19125,0
isogroup19131,0
isogroup19132,0
isogroup19137,0
isogroup19139,0
isogroup19142,0
isogroup19144,0
isogroup19145,0
isogroup19146,0
isogroup19148,0
isogroup19152,0
isogroup19153,0
isogroup19155,0
isogroup19156,0
isogroup19161,0
isogroup19166,0
isogroup19167,0
isogroup19168,0
isogroup19169,0
isogroup19170,0
isogroup19178,0
isogroup19186,0
isogroup19188,0
isogroup19192,0
isogroup19193,0
isogroup19194,0
isogroup192,0
isogroup1920,0
isogroup19201,0
isogroup19203,0
isogroup19205,0
isogroup19208,0
isogroup19210,0
isogroup19212,0
isogroup19215,0
isogroup19218,0
isogroup19219,0
isogroup1922,0
isogroup19220,0
isogroup19225,0
isogroup19227,0
isogroup1923,0
isogroup19231,0
isogroup19232,0
isogroup19239,0
isogroup19240,0
isogroup19241,0
isogroup19242,0
isogroup19246,0
isogroup19247,0
isogroup19248,0
isogroup1925,0
isogroup19250,0
isogroup19251,0
isogroup19252,0
isogroup19253,0
isogroup19255,0
isogroup19265,0
isogroup19270,0
isogroup19274,0
isogroup19282,0
isogroup19283,0
isogroup19287,0
isogroup19288,0
isogroup19291,0
isogroup19292,0
isogroup19295,0
isogroup19297,0
isogroup193,0
isogroup19301,0
isogroup19304,0
isogroup19314,0
isogroup19320,0
isogroup19322,0
isogroup1933,0
isogroup19331,0
isogroup19333,0
isogroup19335,0
isogroup19337,0
isogroup1934,0
isogroup19341,0
isogroup19349,0
isogroup1935,0
isogroup19354,0
isogroup19356,0
isogroup19368,0
isogroup19371,0
isogroup19372,0
isogroup19373,0
isogroup19375,0
isogroup19384,0
isogroup19389,0
isogroup1939,0
isogroup19392,0
isogroup19398,0
isogroup194,0
isogroup19404,0
isogroup19410,0
isogroup19414,0
isogroup19416,0
isogroup19429,0
isogroup19430,0
isogroup19432,0
isogroup19433,0
isogroup19436,0
isogroup19437,0
isogroup1944,0
isogroup19444,0
isogroup19447,0
isogroup19452,0
isogroup19454,0
isogroup19464,0
isogroup19465,0
isogroup19469,0
isogroup1947,0
isogroup19473,0
isogroup19474,0
isogroup19475,0
isogroup19476,0
isogroup19477,0
isogroup19478,0
isogroup19479,0
isogroup1948,0
isogroup19480,0
isogroup19485,0
isogroup19487,0
isogroup19489,0
isogroup19490,0
isogroup19491,0
isogroup19495,0
isogroup19497,0
isogroup195,0
isogroup19500,0
isogroup19502,0
isogroup19503,0
isogroup19511,0
isogroup19513,0
isogroup19514,0
isogroup19515,0
isogroup19516,0
isogroup19518,0
isogroup19521,0
isogroup19526,0
isogroup1953,0
isogroup19530,0
isogroup19531,0
isogroup19533,0
isogroup19539,0
isogroup1954,0
isogroup19540,0
isogroup19541,0
isogroup19542,0
isogroup19544,0
isogroup19547,0
isogroup19548,0
isogroup19549,0
isogroup19551,0
isogroup19552,0
isogroup19555,0
isogroup19557,0
isogroup19558,0
isogroup19560,0
isogroup19561,0
isogroup19562,0
isogroup19564,0
isogroup19565,0
isogroup19566,0
isogroup19569,0
isogroup19573,0
isogroup19574,0
isogroup19576,0
isogroup19577,0
isogroup19578,0
isogroup19579,0
isogroup19583,0
isogroup19587,0
isogroup1959,0
isogroup19590,0
isogroup19591,0
isogroup19592,0
isogroup19594,0
isogroup19595,0
isogroup19597,0
isogroup19598,0
isogroup1960,0
isogroup19602,0
isogroup19608,0
isogroup19609,0
isogroup19614,0
isogroup19616,0
isogroup19619,0
isogroup19620,0
isogroup19622,0
isogroup19625,0
isogroup19626,0
isogroup19629,0
isogroup19633,0
isogroup19635,0
isogroup19636,0
isogroup19638,0
isogroup1964,0
isogroup19641,0
isogroup19646,0
isogroup19647,0
isogroup19648,0
isogroup19649,0
isogroup19651,0
isogroup19654,0
isogroup19655,0
isogroup19656,0
isogroup19657,0
isogroup19665,0
isogroup19667,0
isogroup19669,0
isogroup19674,0
isogroup19676,0
isogroup19678,0
isogroup19679,0
isogroup19681,0
isogroup19683,0
isogroup19685,0
isogroup19687,0
isogroup19689,0
isogroup19699,0
isogroup19701,0
isogroup19702,0
isogroup19714,0
isogroup19716,0
isogroup19720,0
isogroup19724,0
isogroup19726,0
isogroup19730,0
isogroup19734,0
isogroup1974,0
isogroup19740,0
isogroup19741,0
isogroup19742,0
isogroup19743,0
isogroup19745,0
isogroup19750,0
isogroup19751,0
isogroup19753,0
isogroup19758,0
isogroup1976,0
isogroup19760,0
isogroup19761,0
isogroup19762,0
isogroup19767,0
isogroup19768,0
isogroup19773,0
isogroup19776,0
isogroup19777,0
isogroup19778,0
isogroup19779,0
isogroup19782,0
isogroup19786,0
isogroup19796,0
isogroup19799,0
isogroup1980,0
isogroup19801,0
isogroup19802,0
isogroup19803,0
isogroup19804,0
isogroup19808,0
isogroup19810,0
isogroup19815,0
isogroup19817,0
isogroup19818,0
isogroup19819,0
isogroup19820,0
isogroup19821,0
isogroup19822,0
isogroup19824,0
isogroup19825,0
isogroup19828,0
isogroup1983,0
isogroup19831,0
isogroup19832,0
isogroup19835,0
isogroup19838,0
isogroup19839,0
isogroup1984,0
isogroup19840,0
isogroup19842,0
isogroup19843,0
isogroup19844,0
isogroup19848,0
isogroup19849,0
isogroup19851,0
isogroup19852,0
isogroup19853,0
isogroup19854,0
isogroup19855,0
isogroup19856,0
isogroup19857,0
isogroup19858,0
isogroup19859,0
isogroup1986,0
isogroup19863,0
isogroup19866,0
isogroup19868,0
isogroup19869,0
isogroup1987,0
isogroup19870,0
isogroup19872,0
isogroup19873,0
isogroup19874,0
isogroup19875,0
isogroup19877,0
isogroup19878,0
isogroup19879,0
isogroup1988,0
isogroup19880,0
isogroup19881,0
isogroup19882,0
isogroup19884,0
isogroup19886,0
isogroup19888,0
isogroup19889,0
isogroup1989,0
isogroup19892,0
isogroup19893,0
isogroup19894,0
isogroup19896,0
isogroup19897,0
isogroup19899,0
isogroup19903,0
isogroup19904,0
isogroup19905,0
isogroup19906,0
isogroup19907,0
isogroup19911,0
isogroup19912,0
isogroup19913,0
isogroup19914,0
isogroup19915,0
isogroup19916,0
isogroup19918,0
isogroup19919,0
isogroup1992,0
isogroup19920,0
isogroup19922,0
isogroup19923,0
isogroup19925,0
isogroup19926,0
isogroup19927,0
isogroup19929,0
isogroup19931,0
isogroup19933,0
isogroup19935,0
isogroup19936,0
isogroup19937,0
isogroup19939,0
isogroup19940,0
isogroup19941,0
isogroup19942,0
isogroup19944,0
isogroup19947,0
isogroup19949,0
isogroup19950,0
isogroup19951,0
isogroup19952,0
isogroup19953,0
isogroup19956,0
isogroup19957,0
isogroup19958,0
isogroup19959,0
isogroup19960,0
isogroup19961,0
isogroup19962,0
isogroup19963,0
isogroup19965,0
isogroup19969,0
isogroup19970,0
isogroup19971,0
isogroup19972,0
isogroup19974,0
isogroup19977,0
isogroup19978,0
isogroup19979,0
isogroup19980,0
isogroup19983,0
isogroup19984,0
isogroup19986,0
isogroup19987,0
isogroup19989,0
isogroup1999,0
isogroup19990,0
isogroup19991,0
isogroup19996,0
isogroup19997,0
isogroup19998,0
isogroup200,0
isogroup2000,0
isogroup20000,0
isogroup20001,0
isogroup20004,0
isogroup20006,0
isogroup20007,0
isogroup20008,0
isogroup20009,0
isogroup20010,0
isogroup20011,0
isogroup20013,0
isogroup20015,0
isogroup20017,0
isogroup20020,0
isogroup20022,0
isogroup20023,0
isogroup20025,0
isogroup20026,0
isogroup20028,0
isogroup20029,0
isogroup20031,0
isogroup20032,0
isogroup20037,0
isogroup20038,0
isogroup20039,0
isogroup20040,0
isogroup20041,0
isogroup20043,0
isogroup20045,0
isogroup20047,0
isogroup20048,0
isogroup20049,0
isogroup20050,0
isogroup20052,0
isogroup20054,0
isogroup20056,0
isogroup20057,0
isogroup20058,0
isogroup2006,0
isogroup20061,0
isogroup20062,0
isogroup20063,0
isogroup20064,0
isogroup20065,0
isogroup20068,0
isogroup20069,0
isogroup20071,0
isogroup20072,0
isogroup20074,0
isogroup20075,0
isogroup20076,0
isogroup20077,0
isogroup20078,0
isogroup2008,0.281797588670778
isogroup20085,0
isogroup20086,0
isogroup20087,0
isogroup20089,0
isogroup2009,0
isogroup20091,0
isogroup20093,0
isogroup20095,0
isogroup20096,0
isogroup20097,0
isogroup201,0
isogroup20101,0
isogroup20103,0
isogroup20105,0
isogroup20107,0
isogroup20108,0
isogroup20110,0
isogroup20111,0
isogroup20112,0
isogroup20113,0
isogroup20115,0
isogroup20117,0
isogroup20119,0
isogroup2012,0
isogroup20122,0
isogroup20124,0
isogroup20126,0
isogroup20127,0
isogroup20128,0
isogroup2013,0
isogroup20130,0
isogroup20131,0
isogroup20132,0
isogroup20133,0
isogroup20134,0
isogroup20135,0
isogroup20136,0
isogroup20137,0
isogroup20138,0
isogroup20139,0
isogroup2014,0
isogroup20141,0
isogroup20142,0
isogroup20143,0
isogroup20144,0
isogroup20145,0
isogroup20146,0
isogroup20147,0
isogroup20148,0
isogroup20149,0
isogroup20150,0
isogroup20151,0
isogroup20155,0
isogroup20156,0
isogroup20157,0
isogroup20158,0
isogroup20159,0
isogroup20160,0
isogroup20163,0
isogroup20164,0
isogroup20165,0
isogroup20166,0
isogroup20167,0
isogroup20170,0
isogroup20171,0
isogroup20173,0
isogroup20177,0
isogroup2018,0
isogroup20181,0
isogroup20182,0
isogroup20183,0
isogroup20184,0
isogroup20187,0
isogroup20188,0
isogroup20189,0
isogroup20191,0
isogroup20192,0
isogroup20193,0
isogroup20196,0
isogroup20197,0
isogroup20198,0
isogroup20199,0
isogroup2020,0
isogroup20200,0
isogroup20201,0
isogroup20203,0
isogroup20205,0
isogroup20206,0
isogroup20207,0
isogroup20209,0
isogroup20210,0
isogroup20211,0
isogroup20213,0
isogroup20214,0
isogroup20215,0
isogroup20216,0
isogroup20218,0
isogroup20219,0
isogroup20222,0
isogroup20224,0
isogroup20226,0
isogroup20232,0
isogroup20233,0
isogroup20234,0
isogroup20235,0
isogroup20237,0
isogroup20241,0
isogroup20243,0
isogroup20244,0
isogroup20245,0
isogroup20246,0
isogroup20247,0
isogroup20249,0
isogroup20251,0
isogroup20253,0
isogroup20255,0
isogroup20256,0
isogroup20257,0
isogroup20259,0
isogroup20260,0
isogroup20261,0
isogroup20263,0
isogroup20264,0
isogroup20266,0
isogroup20269,0
isogroup20270,0
isogroup20271,0
isogroup20272,0
isogroup20274,0
isogroup20275,0
isogroup20277,0
isogroup20278,0
isogroup20279,0
isogroup2028,0
isogroup20280,0
isogroup20281,0
isogroup20282,0
isogroup20284,0
isogroup20287,0
isogroup20288,0
isogroup20290,0
isogroup20292,0
isogroup20293,0
isogroup20294,0
isogroup20295,0
isogroup20296,0
isogroup20298,0
isogroup203,0
isogroup20300,0
isogroup20301,0
isogroup20303,0
isogroup20305,0
isogroup20306,0
isogroup20307,0
isogroup20310,0
isogroup20311,0
isogroup20312,0
isogroup20316,0
isogroup20317,0
isogroup20318,0
isogroup20319,0
isogroup20320,0
isogroup20321,0
isogroup20322,0
isogroup20323,0
isogroup20324,0
isogroup20325,0
isogroup20326,0
isogroup20328,0
isogroup20329,0
isogroup20330,0
isogroup20331,0
isogroup20337,0
isogroup20338,0
isogroup20339,0
isogroup20340,0
isogroup20341,0
isogroup20342,0
isogroup20347,0
isogroup20348,0
isogroup20351,0
isogroup20352,0
isogroup20353,0
isogroup20355,0
isogroup20356,0
isogroup20357,0
isogroup20358,0
isogroup20360,0
isogroup20361,0
isogroup20362,0
isogroup20363,0
isogroup20365,0
isogroup20368,0
isogroup20369,0
isogroup20370,0
isogroup20371,0
isogroup20373,0
isogroup20374,0
isogroup20375,0
isogroup20377,0
isogroup20378,0
isogroup20379,0
isogroup20381,0
isogroup20382,0
isogroup20383,0
isogroup20384,0
isogroup20385,0
isogroup20386,0
isogroup20389,0
isogroup20393,0
isogroup20394,0
isogroup20396,0
isogroup20397,0
isogroup20398,0
isogroup20400,0
isogroup20403,0
isogroup20404,0
isogroup20405,0
isogroup20406,0
isogroup20408,0
isogroup2041,0
isogroup20410,0
isogroup20411,0
isogroup20412,0
isogroup20413,0
isogroup20414,0
isogroup20415,0
isogroup20416,0
isogroup20418,0
isogroup20419,0
isogroup20420,0
isogroup20423,0
isogroup20424,0
isogroup20426,0
isogroup20427,0
isogroup20428,0
isogroup20430,0
isogroup20431,0
isogroup20432,0
isogroup20435,0
isogroup20436,0
isogroup20438,0
isogroup2044,0
isogroup20443,0
isogroup20444,0
isogroup20445,0
isogroup20446,0
isogroup20448,0
isogroup20449,0
isogroup2045,0
isogroup20450,0
isogroup20451,0
isogroup20453,0
isogroup20455,0
isogroup20457,0
isogroup20458,0
isogroup2046,0
isogroup20461,0
isogroup20462,0
isogroup20463,0
isogroup20464,0
isogroup20465,0
isogroup20466,0
isogroup20467,0
isogroup20472,0
isogroup20474,0
isogroup2048,0
isogroup20481,0
isogroup20483,0
isogroup20484,0
isogroup20485,0
isogroup20486,0
isogroup20487,0
isogroup20488,0
isogroup20489,0
isogroup2049,0
isogroup20490,0
isogroup20491,0
isogroup20492,0
isogroup20493,0
isogroup20495,0
isogroup20496,0
isogroup20497,0
isogroup20499,0
isogroup205,0
isogroup20500,0
isogroup20501,0
isogroup20504,0
isogroup20506,0
isogroup20508,0
isogroup20509,0
isogroup2051,0
isogroup20510,0
isogroup20512,0
isogroup20514,0
isogroup20516,0
isogroup20517,0
isogroup20520,0
isogroup20521,0
isogroup20522,0
isogroup20524,0
isogroup20525,0
isogroup20526,0
isogroup20529,0
isogroup2053,0
isogroup20530,0
isogroup20531,0
isogroup20532,0
isogroup20533,0
isogroup20534,0
isogroup20535,0
isogroup20536,0
isogroup20537,0
isogroup20539,0
isogroup2054,0
isogroup20540,0
isogroup20543,0
isogroup20544,0
isogroup20545,0
isogroup20546,0
isogroup20547,0
isogroup20549,0
isogroup20550,0
isogroup20551,0
isogroup20552,0
isogroup20553,0
isogroup20554,0
isogroup20557,0
isogroup20558,0
isogroup20559,0
isogroup20561,0
isogroup20562,0
isogroup20563,0
isogroup20564,0
isogroup20566,0
isogroup20567,0
isogroup20568,0
isogroup20569,0
isogroup20571,0
isogroup20574,0
isogroup20577,0
isogroup20579,0
isogroup20581,0
isogroup20582,0
isogroup20583,0
isogroup20584,0
isogroup20586,0
isogroup20588,0
isogroup20589,0
isogroup20591,0
isogroup20592,0
isogroup20593,0
isogroup20594,0
isogroup20595,0
isogroup20596,0
isogroup20597,0
isogroup20599,0
isogroup20600,0
isogroup20602,0
isogroup20603,0
isogroup20604,0
isogroup20607,0
isogroup20608,0
isogroup20609,0
isogroup20611,0
isogroup20615,0
isogroup20616,0
isogroup20618,0
isogroup20622,0
isogroup20623,0
isogroup20624,0
isogroup20627,0
isogroup2063,0
isogroup20630,0
isogroup20632,0
isogroup20634,0
isogroup20637,0
isogroup20638,0
isogroup20641,0
isogroup20642,0
isogroup20645,0
isogroup20646,0
isogroup20647,0
isogroup20648,0
isogroup20649,0
isogroup2065,0
isogroup20652,0
isogroup20654,0
isogroup20655,0
isogroup20659,0
isogroup20660,0
isogroup20662,0
isogroup20663,0
isogroup20664,0
isogroup20665,0
isogroup20668,0
isogroup20669,0
isogroup20670,0
isogroup20672,0
isogroup20673,0
isogroup20674,0
isogroup20677,0
isogroup20678,0
isogroup20679,0
isogroup20681,0
isogroup20682,0
isogroup20683,0
isogroup20684,0
isogroup20685,0
isogroup20686,0
isogroup20689,0
isogroup20690,0
isogroup20691,0
isogroup20692,0
isogroup20693,0
isogroup20696,0
isogroup20697,0
isogroup20698,0
isogroup20699,0
isogroup20704,0
isogroup20705,0
isogroup20710,0
isogroup20712,0
isogroup20713,0
isogroup20715,0
isogroup20716,0
isogroup20718,0
isogroup20719,0
isogroup20720,0
isogroup20721,0
isogroup20722,0
isogroup20723,0
isogroup20728,0
isogroup20729,0
isogroup20731,0
isogroup20732,0
isogroup20735,0
