gene,Fish_kME
isogroup25958,0
isogroup25959,0
isogroup25961,0
isogroup25962,0
isogroup25963,0
isogroup25965,0
isogroup25967,0
isogroup25968,0
isogroup25969,0
isogroup25970,0
isogroup25971,0
isogroup25973,0
isogroup25974,0
isogroup25975,0
isogroup25976,0
isogroup25977,0
isogroup25978,0
isogroup25979,0
isogroup25980,0
isogroup25981,0
isogroup25985,0
isogroup25986,0
isogroup25987,0
isogroup25989,0
isogroup25990,0
isogroup25992,0
isogroup25993,0
isogroup25994,0
isogroup25995,0
isogroup25996,0
isogroup25997,0
isogroup25998,0
isogroup25999,0
isogroup260,0
isogroup26001,0.120413342474491
isogroup26002,0
isogroup26003,0
isogroup26005,0
isogroup26007,0
isogroup26009,0
isogroup2601,0
isogroup26010,0
isogroup26011,0
isogroup26013,0
isogroup26015,0
isogroup26016,0
isogroup26018,0
isogroup26019,0
isogroup26021,0
isogroup26022,0
isogroup26024,0
isogroup26025,0
isogroup26027,0
isogroup26029,0
isogroup26030,0
isogroup26033,0
isogroup26039,0
isogroup2604,0
isogroup26040,0
isogroup26043,0
isogroup26044,0
isogroup26046,0
isogroup26047,0
isogroup26049,0
isogroup2605,0
isogroup26050,0
isogroup26051,0
isogroup26052,0
isogroup26054,0
isogroup26057,0
isogroup26058,0
isogroup26059,0
isogroup26062,0
isogroup26063,0
isogroup26068,0
isogroup26069,0
isogroup26071,0
isogroup26072,0
isogroup26073,0
isogroup26074,0
isogroup26076,0
isogroup26078,0
isogroup26079,0
isogroup26081,0
isogroup26083,0
isogroup26084,0
isogroup26085,0
isogroup26087,0
isogroup26088,0
isogroup26089,0
isogroup26092,0
isogroup26093,0
isogroup26095,0
isogroup26096,0
isogroup26097,0
isogroup26098,0
isogroup26101,0
isogroup26103,0
isogroup26104,0
isogroup26105,0
isogroup26106,0
isogroup26107,0
isogroup26108,0
isogroup26110,0
isogroup26111,0
isogroup26112,0
isogroup26113,0
isogroup26114,0
isogroup26115,0
isogroup26116,0
isogroup26118,0
isogroup26119,0
isogroup26120,0
isogroup26125,0
isogroup26127,0
isogroup26128,0
isogroup26129,0
isogroup26130,0
isogroup26131,0
isogroup26133,0
isogroup26134,0
isogroup26135,0
isogroup26136,0
isogroup26137,0
isogroup26139,0
isogroup26141,0
isogroup26143,0
isogroup26144,0
isogroup26145,0
isogroup26146,0.349441825080836
isogroup26147,0
isogroup26148,0
isogroup26149,0
isogroup2615,0
isogroup26150,0
isogroup26151,0
isogroup26152,0
isogroup26153,0
isogroup26157,0
isogroup26158,0
isogroup26159,0
isogroup26160,0
isogroup26161,0
isogroup26163,0
isogroup26164,0
isogroup26165,0
isogroup26166,0
isogroup26169,0
isogroup26170,0
isogroup26171,0
isogroup26172,0
isogroup26173,0
isogroup26174,0
isogroup26175,0
isogroup26176,0
isogroup26177,0
isogroup26178,0
isogroup26179,0
isogroup26181,0
isogroup26184,0
isogroup26185,0
isogroup26187,0
isogroup26188,0
isogroup26189,0
isogroup2619,0
isogroup26190,0
isogroup26191,0
isogroup26194,0
isogroup26195,0
isogroup26196,0
isogroup26197,0
isogroup26199,0
isogroup262,0
isogroup26200,0
isogroup26202,0
isogroup26203,0
isogroup26204,0
isogroup26205,0
isogroup26206,0
isogroup26209,0
isogroup26210,0
isogroup26211,0
isogroup26212,0
isogroup26213,0
isogroup26215,0
isogroup26217,0
isogroup26218,0
isogroup26219,0
isogroup2622,0
isogroup26222,0
isogroup26224,0
isogroup26225,0
isogroup26226,0
isogroup26227,0
isogroup2623,0
isogroup26231,0
isogroup26232,0
isogroup26233,0
isogroup26235,0
isogroup26236,0
isogroup26238,0
isogroup26239,0
isogroup26240,0
isogroup26241,0
isogroup26242,0
isogroup26244,0
isogroup26245,0
isogroup26246,0
isogroup26247,0
isogroup26249,0
isogroup26251,0
isogroup26252,0
isogroup26253,0
isogroup26254,0
isogroup26255,0
isogroup26256,0
isogroup26257,0
isogroup26259,0
isogroup26260,0
isogroup26262,0
isogroup26263,0
isogroup26265,0
isogroup26266,0
isogroup26267,0
isogroup26268,0
isogroup26269,0
isogroup26270,0
isogroup26271,0
isogroup26272,0
isogroup26273,0
isogroup26274,0
isogroup26276,0
isogroup26277,0
isogroup26278,0
isogroup26279,0
isogroup26280,0
isogroup26281,0
isogroup26282,0
isogroup26284,0
isogroup26285,0.332896309995801
isogroup26286,0
isogroup26287,0
isogroup26288,0
isogroup26289,0
isogroup2629,0
isogroup26290,0
isogroup26292,0
isogroup26293,0
isogroup26294,0
isogroup26295,0
isogroup26296,0
isogroup26297,0
isogroup26298,0
isogroup263,0
isogroup2630,0
isogroup26302,0
isogroup26303,0
isogroup26305,0
isogroup26306,0
isogroup26309,0
isogroup26310,0
isogroup26312,0
isogroup26313,0
isogroup26314,0
isogroup26316,0
isogroup26317,0
isogroup26318,0
isogroup26320,0
isogroup26321,0
isogroup26323,0
isogroup26324,0
isogroup26326,0
isogroup26327,0
isogroup26329,0
isogroup26331,0
isogroup26332,0
isogroup26333,0
isogroup26334,0
isogroup26337,0
isogroup26338,0
isogroup26339,0
isogroup2634,0
isogroup26340,0
isogroup26341,0
isogroup26342,0
isogroup26343,0
isogroup26344,0
isogroup26346,0
isogroup26347,0
isogroup26348,0
isogroup26349,0
isogroup26351,0
isogroup26352,0
isogroup26353,0
isogroup26354,0
isogroup26356,0
isogroup26358,0
isogroup26359,0
isogroup26360,0
isogroup26361,0
isogroup26362,0
isogroup26364,0
isogroup26365,0
isogroup26367,0
isogroup26368,0
isogroup26369,0
isogroup26370,0
isogroup26371,0
isogroup26374,0
isogroup26375,0
isogroup26376,0
isogroup26377,0
isogroup26378,0
isogroup26379,0
isogroup26380,0
isogroup26381,0
isogroup26382,0
isogroup26383,0
isogroup26384,0
isogroup26385,0
isogroup26386,0
isogroup26387,0
isogroup26388,0
isogroup26389,0
isogroup26390,0
isogroup26392,0
isogroup26393,0
isogroup26395,0
isogroup26396,0
isogroup26397,0
isogroup26398,0
isogroup26399,0
isogroup264,0
isogroup2640,0
isogroup26400,0
isogroup26401,0
isogroup26402,0
isogroup26403,0
isogroup26405,0
isogroup26406,0
isogroup26407,0
isogroup26408,0
isogroup26409,0
isogroup26410,0
isogroup26415,0
isogroup26416,0
isogroup26417,0
isogroup26418,0
isogroup26419,0
isogroup2642,0
isogroup26420,0
isogroup26421,0
isogroup26422,0
isogroup26423,0
isogroup26424,0
isogroup26425,0
isogroup26426,0
isogroup26427,0
isogroup26428,0
isogroup26429,0
isogroup26430,0
isogroup26431,0
isogroup26434,0
isogroup26435,0
isogroup26436,0
isogroup26437,0
isogroup26438,0
isogroup26439,0
isogroup26440,0
isogroup26441,0
isogroup26443,0
isogroup26444,0
isogroup26445,0
isogroup26447,0
isogroup26448,0
isogroup26449,0
isogroup26450,0
isogroup26453,0
isogroup26454,0
isogroup26455,0
isogroup26456,0
isogroup26457,0
isogroup26458,0
isogroup26459,0
isogroup26460,0
isogroup26461,0
isogroup26463,0
isogroup26464,0
isogroup26465,0
isogroup26466,0
isogroup26467,0
isogroup26468,0
isogroup26469,0
isogroup26470,0
isogroup26471,0
isogroup26473,0
isogroup26474,0
isogroup26475,0
isogroup26476,0
isogroup26477,0
isogroup26479,0
isogroup26480,0
isogroup26481,0
isogroup26482,0
isogroup26483,0
isogroup26484,0
isogroup26485,0
isogroup26487,0
isogroup26488,0
isogroup26489,0
isogroup26490,0
isogroup26491,0
isogroup26492,0
isogroup26493,0
isogroup26497,0
isogroup26498,0
isogroup26499,0
isogroup265,0
isogroup26500,0
isogroup26501,0
isogroup26502,0
isogroup26505,0
isogroup26506,0
isogroup26507,0
isogroup26508,0
isogroup2651,0
isogroup26510,0
isogroup26511,0
isogroup26512,0
isogroup26513,0
isogroup26514,0
isogroup26515,0
isogroup26516,0
isogroup26517,0
isogroup26518,0
isogroup26519,0
isogroup2652,0
isogroup26520,0
isogroup26522,0
isogroup26523,0
isogroup26524,0
isogroup26525,0
isogroup26527,0
isogroup26530,0
isogroup26531,0
isogroup26532,0
isogroup26533,0
isogroup26534,0
isogroup26536,0
isogroup26538,0
isogroup26539,0
isogroup2654,0
isogroup26540,0
isogroup26541,0
isogroup26542,0
isogroup26543,0
isogroup26544,0
isogroup26545,0
isogroup26546,0
isogroup26547,0
isogroup26548,0
isogroup26550,0
isogroup26552,0
isogroup26553,0
isogroup26554,0
isogroup26556,0
isogroup26557,0
isogroup26558,0
isogroup26559,0
isogroup26560,0
isogroup26561,0
isogroup26562,0
isogroup26563,0
isogroup26564,0
isogroup26565,0
isogroup26567,0
isogroup26568,0
isogroup26569,0
isogroup2657,0
isogroup26572,0
isogroup26574,0
isogroup26576,0
isogroup26577,0
isogroup26578,0
isogroup26579,0
isogroup26580,0
isogroup26581,0
isogroup26583,0
isogroup26584,0
isogroup26585,0
isogroup26587,0
isogroup26590,0
isogroup26593,0
isogroup26595,0
isogroup26596,0
isogroup26597,0
isogroup26598,0
isogroup26599,0
isogroup26600,0
isogroup26601,0
isogroup26602,0
isogroup26603,0
isogroup26604,0
isogroup26605,0
isogroup26606,0
isogroup26607,0
isogroup26608,0
isogroup26609,0
isogroup26610,0
isogroup26611,0
isogroup26612,0
isogroup26613,0
isogroup26614,0
isogroup26616,0
isogroup26617,0
isogroup26618,0
isogroup26620,0
isogroup26621,0
isogroup26622,0
isogroup26625,0
isogroup26626,0
isogroup26629,0
isogroup26630,0
isogroup26631,0
isogroup26633,0
isogroup26634,0
isogroup26635,0
isogroup26636,0
isogroup26637,0
isogroup26638,0
isogroup2664,0
isogroup26640,0
isogroup26641,0
isogroup26642,0
isogroup26644,0
isogroup26645,0
isogroup26646,0
isogroup26649,0
isogroup26651,0
isogroup26653,0
isogroup26654,0
isogroup26656,0
isogroup26657,0
isogroup26658,0
isogroup26659,0
isogroup26660,0
isogroup26661,0
isogroup26662,0
isogroup26664,0
isogroup26667,0
isogroup26669,0
isogroup2667,0
isogroup26670,0
isogroup26672,0
isogroup26675,0
isogroup26676,0
isogroup26682,0
isogroup26683,0
isogroup26684,0
isogroup26685,0
isogroup26686,0
isogroup26689,0
isogroup26691,0
isogroup26692,0
isogroup26693,0
isogroup26694,0
isogroup26695,0
isogroup26697,0
isogroup26698,0
isogroup26699,0
isogroup26700,0
isogroup26703,0
isogroup26705,0
isogroup26706,0
isogroup26707,0
isogroup26708,0
isogroup26709,0
isogroup26710,0
isogroup26711,0
isogroup26713,0
isogroup26714,0
isogroup26715,0
isogroup26716,0
isogroup26717,0
isogroup26719,0
isogroup26720,0
isogroup26722,0
isogroup26723,0
isogroup26724,0
isogroup26726,0
isogroup26727,0
isogroup26728,0
isogroup26729,0
isogroup2673,0
isogroup26731,0
isogroup26732,0
isogroup26733,0
isogroup26734,0
isogroup26735,0
isogroup26736,0
isogroup26737,0
isogroup26738,0
isogroup26740,0
isogroup26743,0
isogroup26744,0
isogroup26745,0
isogroup26746,0
isogroup26748,0
isogroup26749,0
isogroup26750,0
isogroup26751,0
isogroup26752,0
isogroup26754,0
isogroup26755,0
isogroup26756,0
isogroup26757,0
isogroup26758,0
isogroup26759,0
isogroup26760,0
isogroup26761,0
isogroup26762,0
isogroup26764,0
isogroup26765,0
isogroup26766,0
isogroup26769,0
isogroup26771,0
isogroup26774,0
isogroup26775,0
isogroup26776,0
isogroup26778,0
isogroup26780,0
isogroup26781,0
isogroup26782,0
isogroup26783,0
isogroup26784,0
isogroup26785,0
isogroup26786,0
isogroup26787,0
isogroup26789,0
isogroup26790,0
isogroup26791,0
isogroup26793,0.38252190532525
isogroup26794,0
isogroup26795,0
isogroup26796,0
isogroup26797,0
isogroup26798,0
isogroup26799,0
isogroup268,0
isogroup26800,0
isogroup26802,0
isogroup26803,0
isogroup26804,0
isogroup26805,0
isogroup26811,0
isogroup26812,0
isogroup26813,0
isogroup26814,0
isogroup26815,0
isogroup26816,0
isogroup26817,0
isogroup26818,0
isogroup26819,0
isogroup2682,0
isogroup26820,0
isogroup26821,0
isogroup26822,0
isogroup26824,0
isogroup26826,0
isogroup26827,0
isogroup26828,0
isogroup26829,0
isogroup26830,0
isogroup26831,0
isogroup26832,0
isogroup26834,0
isogroup26835,0
isogroup26837,0
isogroup26838,0
isogroup26840,0
isogroup26841,0
isogroup26842,0
isogroup26843,0
isogroup26844,0
isogroup26846,0
isogroup26850,0
isogroup26851,0
isogroup26853,0
isogroup26854,0
isogroup26855,0
isogroup26856,0
isogroup26857,0
isogroup26858,0
isogroup26859,0
isogroup26860,0
isogroup26865,0
isogroup26866,0
isogroup26867,0
isogroup26868,0
isogroup26872,0
isogroup26873,0
isogroup26874,0
isogroup26875,0
isogroup26877,0
isogroup26878,0
isogroup26880,0
isogroup26881,0
isogroup26882,0
isogroup26883,0
isogroup26884,0
isogroup26886,0
isogroup26888,0
isogroup26891,0
isogroup26893,0
isogroup26896,0
isogroup26897,0
isogroup26898,0
isogroup26899,0
isogroup26900,0
isogroup26901,0
isogroup26902,0
isogroup26905,0
isogroup26906,0
isogroup26907,0
isogroup26908,0
isogroup26909,0
isogroup2691,0
isogroup26910,0
isogroup26911,0
isogroup26912,0
isogroup26913,0
isogroup26914,0
isogroup26915,0
isogroup26916,0
isogroup26917,0
isogroup26918,0
isogroup26919,0
isogroup26921,0
isogroup26922,0
isogroup26923,0
isogroup26925,0
isogroup26926,0
isogroup26927,0
isogroup2693,0
isogroup26931,0
isogroup26932,0
isogroup26933,0
isogroup26934,0
isogroup26935,0
isogroup26937,0
isogroup26938,0
isogroup26939,0
isogroup26940,0
isogroup26942,0
isogroup26943,0
isogroup26944,0
isogroup26945,0
isogroup26946,0
isogroup26947,0
isogroup26948,0.35498304997098
isogroup2695,0
isogroup26950,0
isogroup26951,0
isogroup26952,0
isogroup26953,0
isogroup26957,0
isogroup26958,0
isogroup26959,0
isogroup26960,0
isogroup26961,0
isogroup26962,0
isogroup26963,0
isogroup26965,0
isogroup26966,0
isogroup26968,0
isogroup26969,0
isogroup26970,0
isogroup26971,0
isogroup26973,0
isogroup26974,0
isogroup26975,0
isogroup26977,0
isogroup26978,0
isogroup26979,0
isogroup26980,0
isogroup26981,0
isogroup26982,0
isogroup26983,0
isogroup26985,0
isogroup26986,0
isogroup26987,0
isogroup26988,0
isogroup26990,0
isogroup26991,0
isogroup26992,0
isogroup26993,0
isogroup26994,0
isogroup26996,0
isogroup26997,0
isogroup26999,0
isogroup27000,0
isogroup27001,0
isogroup27003,0
isogroup27004,0
isogroup27006,0
isogroup27008,0
isogroup27012,0
isogroup27013,0
isogroup27014,0
isogroup27015,0
isogroup27016,0
isogroup27019,0
isogroup27020,0
isogroup27021,0
isogroup27022,0
isogroup27023,0
isogroup27024,0
isogroup27025,0
isogroup2703,0
isogroup27035,0
isogroup27037,0
isogroup27039,0
isogroup27040,0
isogroup27041,0
isogroup27043,0
isogroup27044,0
isogroup27045,0
isogroup27047,0
isogroup27048,0
isogroup27049,0
isogroup27050,0
isogroup27051,0
isogroup27052,0
isogroup27054,0
isogroup27055,0
isogroup27056,0
isogroup27057,0
isogroup27058,0
isogroup27059,0
isogroup27061,0
isogroup27063,0
isogroup27064,0
isogroup27066,0
isogroup27069,0
isogroup27070,0
isogroup27071,0
isogroup27073,0
isogroup27074,0
isogroup27076,0
isogroup27077,0
isogroup27078,0
isogroup27079,0
isogroup2708,0
isogroup27081,0
isogroup27085,0
isogroup27086,0
isogroup27087,0
isogroup27089,0
isogroup27090,0
isogroup27091,0
isogroup27092,0
isogroup27093,0
isogroup27094,0
isogroup27095,0
isogroup27096,0
isogroup27097,0
isogroup27098,0
isogroup27099,0
isogroup271,0
isogroup27100,0
isogroup27101,0
isogroup27102,0
isogroup27104,0
isogroup27105,0
isogroup27106,0
isogroup27107,0
isogroup27108,0
isogroup27109,0
isogroup27110,0
isogroup27111,0
isogroup27113,0
isogroup27114,0
isogroup27115,0
isogroup27116,0
isogroup27117,0
isogroup27118,0
isogroup27119,0
isogroup27120,0
isogroup27121,0
isogroup27122,0
isogroup27123,0
isogroup27124,0
isogroup27125,0
isogroup27126,0
isogroup27127,0
isogroup27128,0
isogroup27129,0
isogroup27130,0
isogroup27131,0
isogroup27132,0
isogroup27133,0
isogroup27134,0
isogroup27135,0
isogroup27136,0
isogroup27137,0
isogroup27139,0
isogroup27141,0
isogroup27142,0
isogroup27143,0
isogroup27144,0
isogroup27145,0
isogroup27146,0
isogroup27148,0
isogroup27149,0
isogroup27152,0
isogroup27153,0
isogroup27154,0
isogroup27155,0
isogroup27157,0
isogroup27158,0
isogroup27159,0
isogroup27160,0
isogroup27161,0
isogroup27163,0
isogroup27164,0
isogroup27165,0
isogroup27166,0
isogroup27167,0
isogroup27168,0
isogroup27169,0
isogroup27170,0
isogroup27171,0
isogroup27172,0
isogroup27173,0
isogroup27174,0
isogroup27175,0
isogroup27176,0
isogroup27177,0
isogroup27178,0
isogroup27179,0
isogroup2718,0
isogroup27181,0
isogroup27182,0
isogroup27184,0
isogroup27185,0
isogroup27188,0
isogroup27189,0
isogroup2719,0
isogroup27191,0
isogroup27192,0
isogroup27193,0
isogroup27194,0
isogroup27195,0
isogroup27197,0
isogroup27198,0
isogroup27199,0
isogroup27200,0
isogroup27201,0
isogroup27202,0
isogroup27203,0
isogroup27205,0
isogroup27206,0
isogroup27208,0
isogroup27209,0
isogroup27211,0
isogroup27212,0
isogroup27213,0
isogroup27217,0
isogroup27218,0
isogroup27219,0
isogroup27223,0
isogroup27224,0
isogroup27225,0
isogroup27226,0
isogroup27227,0
isogroup27228,0
isogroup27229,0
isogroup27232,0
isogroup27233,0
isogroup27234,0
isogroup27235,0
isogroup27237,0
isogroup27238,0
isogroup27239,0
isogroup27240,0
isogroup27241,0
isogroup27243,0
isogroup27244,0
isogroup27246,0
isogroup27247,0
isogroup27248,0
isogroup27250,0
isogroup27251,0
isogroup27253,0
isogroup27254,0
isogroup27255,0
isogroup27257,0
isogroup27258,0
isogroup27259,0
isogroup27260,0
isogroup27261,0
isogroup27262,0
isogroup27263,0
isogroup27264,0
isogroup27265,0
isogroup27267,0
isogroup27268,0
isogroup27269,0
isogroup27271,0
isogroup27272,0.410908333452182
isogroup27273,0
isogroup27276,0
isogroup27277,0
isogroup27278,0
isogroup27279,0
isogroup2728,0
isogroup27280,0
isogroup27281,0
isogroup27283,0
isogroup27284,0
isogroup27287,0
isogroup27288,0
isogroup27290,0
isogroup27291,0
isogroup27293,0
isogroup27297,0
isogroup27299,0
isogroup27300,0
isogroup27303,0
isogroup27304,0
isogroup27305,0
isogroup27306,0
isogroup27307,0
isogroup2731,0
isogroup27310,0
isogroup27311,0
isogroup27314,0
isogroup27315,0
isogroup27316,0
isogroup27317,0
isogroup27319,0
isogroup27322,0
isogroup27324,0
isogroup27327,0
isogroup27330,0
isogroup27331,0
isogroup27332,0
isogroup27333,0
isogroup27335,0
isogroup27337,0
isogroup27338,0
isogroup27339,0
isogroup2734,0
isogroup27340,0
isogroup27341,0
isogroup27342,0
isogroup27343,0
isogroup27344,0
isogroup27346,0
isogroup27348,0
isogroup27349,0
isogroup2735,0
isogroup27350,0
isogroup27351,0
isogroup27352,0
isogroup27353,0
isogroup27354,0
isogroup27355,0
isogroup27357,0
isogroup27359,0
isogroup2736,0
isogroup27360,0
isogroup27362,0
isogroup27363,0
isogroup27364,0
isogroup27365,0
isogroup27366,0
isogroup27367,0
isogroup27368,0
isogroup27370,0
isogroup27374,0
isogroup27375,0
isogroup27376,0
isogroup27377,0
isogroup27378,0
isogroup27379,0
isogroup27380,0
isogroup27381,0
isogroup27382,0
isogroup27383,0
isogroup27384,0
isogroup27386,0
isogroup27387,0
isogroup27388,0
isogroup27390,0
isogroup27392,0
isogroup27393,0
isogroup27394,0
isogroup27395,0
isogroup27396,0
isogroup27398,0
isogroup27399,0
isogroup27400,0
isogroup27401,0
isogroup27402,0
isogroup27403,0
isogroup27404,0
isogroup27406,0
isogroup27407,0
isogroup2741,0
isogroup27410,0
isogroup27412,0
isogroup27414,0
isogroup27415,0
isogroup27417,0
isogroup27418,0
isogroup27419,0
isogroup27420,0
isogroup27421,0
isogroup27422,0
isogroup27423,0
isogroup27424,0
isogroup27426,0
isogroup27427,0
isogroup27428,0
isogroup27429,0
isogroup27430,0
isogroup27431,0
isogroup27432,0
isogroup27433,0
isogroup27434,0
isogroup27435,0
isogroup27436,0
isogroup27437,0
isogroup27438,0
isogroup27439,0
isogroup27441,0
isogroup27442,0
isogroup27443,0
isogroup27444,0
isogroup27446,0
isogroup27447,0
isogroup27448,0
isogroup27449,0
isogroup27450,0
isogroup27451,0
isogroup27452,0
isogroup27453,0
isogroup27454,0
isogroup27455,0
isogroup27456,0
isogroup27457,0
isogroup27458,0
isogroup27459,0
isogroup2746,0
isogroup27460,0
isogroup27462,0
isogroup27463,0
isogroup27464,0
isogroup27465,0
isogroup27466,0
isogroup27467,0
isogroup27468,0
isogroup27469,0
isogroup27470,0
isogroup27471,0
isogroup27472,0
isogroup27474,0
isogroup27475,0
isogroup27476,0
isogroup27477,0
isogroup27478,0
isogroup27479,0
isogroup27480,0
isogroup27482,0
isogroup27483,0
isogroup27484,0
isogroup27485,0
isogroup27487,0
isogroup27488,0
isogroup27489,0
isogroup27490,0
isogroup27492,0
isogroup27493,0
isogroup27494,0
isogroup27496,0
isogroup27497,0
isogroup27498,0
isogroup27499,0
isogroup2750,0
isogroup27500,0
isogroup27501,0
isogroup27502,0
isogroup27503,0
isogroup27504,0
isogroup27505,0
isogroup27506,0
isogroup27507,0
isogroup27508,0
isogroup27509,0
isogroup27511,0
isogroup27512,0
isogroup27513,0
isogroup27514,0
isogroup27515,0
isogroup27516,0
isogroup27517,0
isogroup27521,0
isogroup27522,0
isogroup27524,0
isogroup27525,0
isogroup27526,0
isogroup27527,0
isogroup27528,0
isogroup27532,0
isogroup27533,0
isogroup27534,0
isogroup27535,0
isogroup27536,0
isogroup27537,0
isogroup27538,0
isogroup27540,0
isogroup27541,0
isogroup27544,0
isogroup27547,0
isogroup27548,0
isogroup2755,0
isogroup27550,0
isogroup27551,0
isogroup27552,0
isogroup27554,0
isogroup27555,0
isogroup27556,0
isogroup27557,0
isogroup27558,0
isogroup27559,0
isogroup27560,0
isogroup27562,0
isogroup27563,0
isogroup27566,0
isogroup27567,0
isogroup27568,0
isogroup27569,0
isogroup27570,0
isogroup27571,0
isogroup27572,0
isogroup27573,0
isogroup27574,0
isogroup27575,0
isogroup27576,0
isogroup27579,0
isogroup27580,0
isogroup27581,0
isogroup27584,0
isogroup27586,0
isogroup27587,0
isogroup27588,0
isogroup27589,0
isogroup27590,0
isogroup27592,0
isogroup27593,0
isogroup27594,0
isogroup27596,0
isogroup27597,0
isogroup27598,0
isogroup27599,0
isogroup276,0
isogroup27600,0
isogroup27602,0
isogroup27603,0
isogroup27605,0
isogroup27607,0
isogroup27608,0
isogroup27610,0
isogroup27611,0
isogroup27612,0
isogroup27614,0
isogroup27615,0
isogroup27616,0
isogroup27617,0
isogroup27618,0
isogroup27619,0
isogroup27620,0
isogroup27621,0
isogroup27622,0
isogroup27623,0
isogroup27624,0
isogroup27625,0
isogroup27626,0
isogroup27627,0
isogroup27628,0
isogroup27630,0
isogroup27631,0
isogroup27632,0
isogroup27633,0
isogroup27634,0
isogroup27635,0
isogroup27636,0
isogroup27637,0
isogroup27638,0
isogroup27639,0
isogroup27640,0
isogroup27641,0
isogroup27643,0
isogroup27644,0
isogroup27645,0
isogroup27646,0
isogroup27647,0
isogroup27648,0
isogroup27651,0
isogroup27652,0
isogroup27653,0
isogroup27655,0
isogroup27656,0
isogroup27657,0
isogroup27658,0
isogroup27659,0
isogroup2766,0
isogroup27660,0
isogroup27662,0
isogroup27663,0
isogroup27664,0
isogroup27665,0
isogroup27667,0
isogroup27668,0
isogroup27669,0
isogroup27670,0
isogroup27671,0
isogroup27672,0
isogroup27673,0
isogroup27674,0
isogroup27675,0
isogroup27676,0
isogroup27677,0
isogroup27678,0
isogroup27680,0
isogroup27681,0
isogroup27682,0
isogroup27683,0
isogroup27684,0
isogroup27685,0
isogroup27686,0
isogroup27687,0
isogroup27688,0
isogroup27689,0
isogroup27691,0
isogroup27692,0
isogroup27693,0
isogroup27694,0
isogroup27697,0
isogroup27698,0
isogroup27699,0
isogroup277,0
isogroup27700,0
isogroup27701,0
isogroup27702,0
isogroup27703,0
isogroup27704,0
isogroup27705,0
isogroup27707,0
isogroup27708,0
isogroup27709,0
isogroup27710,0
isogroup27711,0
isogroup27712,0
isogroup27713,0
isogroup27714,0
isogroup27715,0
isogroup27716,0
isogroup27717,0
isogroup27718,0
isogroup27719,0
isogroup27720,0
isogroup27722,0
isogroup27724,0
isogroup27725,0
isogroup27726,0
isogroup27727,0
isogroup27728,0
isogroup27730,0
isogroup27731,0
isogroup27732,0
isogroup27733,0
isogroup27734,0
isogroup27735,0
isogroup27739,0
isogroup2774,0
isogroup27740,0
isogroup27741,0
isogroup27742,0
isogroup27744,0
isogroup27745,0
isogroup27747,0
isogroup27751,0
isogroup27752,0
isogroup27753,0
isogroup27754,0
isogroup27755,0
isogroup27756,0
isogroup27758,0
isogroup27761,0
isogroup27762,0
isogroup27765,0
isogroup27767,0
isogroup27768,0
isogroup27769,0
isogroup27771,0
isogroup27772,0
isogroup27773,0
isogroup27774,0
isogroup27775,0
isogroup27776,0
isogroup27777,0
isogroup27779,0
isogroup27780,0
isogroup27781,0
isogroup27782,0
isogroup27783,0
isogroup27788,0
isogroup27790,0
isogroup27794,0
isogroup27795,0
isogroup27796,0
isogroup27798,0
isogroup27800,0
isogroup27802,0
isogroup27803,0
isogroup27804,0
isogroup27805,0
isogroup27807,0
isogroup27808,0
isogroup27810,0
isogroup27811,0
isogroup27813,0
isogroup27814,0
isogroup27815,0
isogroup27816,0
isogroup27817,0
isogroup27818,0
isogroup27819,0
isogroup27822,0
isogroup27823,0
isogroup27824,0
isogroup27825,0
isogroup27826,0
isogroup27827,0
isogroup27828,0
isogroup27829,0
isogroup27830,0
isogroup27834,0
isogroup27835,0
isogroup27839,0
isogroup27840,0
isogroup27841,0
isogroup27843,0
isogroup27844,0
isogroup27845,0
isogroup27846,0
isogroup27847,0
isogroup27848,0
isogroup27849,0
isogroup2785,0
isogroup27850,0
isogroup27851,0
isogroup27852,0
isogroup27855,0
isogroup27856,0
isogroup27857,0
isogroup27858,0
isogroup27859,0
isogroup27862,0
isogroup27863,0
isogroup27864,0
isogroup27865,0
isogroup27866,0
isogroup27867,0
isogroup27868,0
isogroup27870,0
isogroup27871,0
isogroup27872,0
isogroup27873,0
isogroup27874,0
isogroup27877,0
isogroup27878,0
isogroup27879,0
isogroup27880,0
isogroup27881,0
isogroup27882,0
isogroup27883,0
isogroup27884,0
isogroup27885,0
isogroup27886,0
isogroup27887,0
isogroup27888,0
isogroup27889,0
isogroup27890,0
isogroup27891,0
isogroup27892,0
isogroup27894,0
isogroup27895,0
isogroup27896,0
isogroup27897,0
isogroup27899,0
isogroup27900,0
isogroup27901,0
isogroup27902,0
isogroup27903,0
isogroup27904,0
isogroup27905,0
isogroup27906,0
isogroup27907,0
isogroup27908,0
isogroup27909,0
isogroup27910,0
isogroup27911,0
isogroup27912,0
isogroup27913,0
isogroup27914,0
isogroup27915,0
isogroup27916,0
isogroup27917,0
isogroup27918,0
isogroup27919,0
isogroup27920,0
isogroup27922,0.390882431497228
isogroup27923,0
isogroup27925,0
isogroup27928,0
isogroup27929,0
isogroup27930,0
isogroup27931,0
isogroup27932,0
isogroup27933,0
isogroup27934,0
isogroup27935,0
isogroup27936,0
isogroup27937,0
isogroup27938,0
isogroup27939,0
isogroup2794,0
isogroup27940,0
isogroup27943,0
isogroup27944,0
isogroup27946,0
isogroup27947,0
isogroup27948,0
isogroup27949,0
isogroup27950,0
isogroup27951,0
isogroup27953,0
